title,link,text,is_fake
Калининградских ветеранов СВО будут проверять на алкоголь и запрещенные вещества при визите в школы,https://lapsha.media/feiky/kaliningrad-veterany-svo/,"В Сети зафиксирован провокационный документ, в котором говорится о якобы неподобающем поведении участников СВО в Калининграде 1 сентября, после чего были зафиксированы случаи алкогольной интоксикации у несовершеннолетних. Якобы после этого инцидента был издан приказ минобра региона о необходимости проверки военных, которые приходят в школы, на наличие алкоголя, запрещенных веществ и оружия.",1
Челябинских педагогов обяжут отдавать часть зарплаты на нужды СВО,https://lapsha.media/feiky/cheljabinsk-oblast-uchitelja-zarplatu-na-svo/,"В Сети расходится фейковый приказ от имени регионального министерства образования Челябинской области об обложение дополнительным налогом зарплат педагогов с 1 октября 2025 года. Утверждается, что удержанные средства в размере 5% пойдут на нужды СВО. ",1
У педагогов Краснодарского края удержат часть зарплаты на нужды СВО,https://lapsha.media/feiky/krasnodar-uchitelja-zarplata-na-svo/,"5% из зарплаты на нужды СВО теперь якобы удержат у педагогов Краснодарского края. Письмо с таким распоряжением от имени «министерства образования, науки и молодежной политики Краснодарского края» рассылали на электронные почты школ региона. ",1
Фейки,https://lapsha.media/feiky/page/16/,,1
Курских школьников тайно агитируют через тетради с главой региона,https://lapsha.media/feiky/kursk-shkoly-tetradi-chinshtejn/,"В соцсетях видео демонстрирующие новую тетрадь, которую якобы выдали ученикам школы №7 в Курске. На обложке изображен врио губернатора Курской области Александр Хинштейн на фоне российского триколора и присутствует надпись: «Вместе к знаниям! Вместе к победе!» В публикациях также выражается недовольство тем, что через школьников якобы ведут агитацию, потому что лозунги отсылают к предвыборной кампании Хинштейна.",1
Губернатор Владимирской области выступил в поддержку движения «Нет войне»,https://lapsha.media/feiky/vladimir-oblast-gubernator-protiv-svo/,"В Сети распространяется дипфейк губернатора Владимирской области Александра Авдеева. В нем он сообщает, якобы вместе с членами правительства выступает в поддержку протестного движения «Нет войне». Глава региона не делал таких заявлений. Подделку сгенерировала нейросеть. Это доказывают ИИ-«маркеры»: искусственный голос спикера и неестественная мимика.",1
Губернатор Астраханской области выступил за протестное движение «Нет войне»,https://lapsha.media/feiky/astrakhan-oblast-gubernator-protiv-svo/,"Еще один губернатор «поддержал» несуществующее протестное движение «Нет войне». Дипфейки главы Астраханской области Игоря Бабушкина появился с таким содержанием в Сети. В действительности губернатор не делал подобных заявлений. Это провокация украинских ЦИПсО. Идентичные обращения глав других регионов уже появлялись в Сети — через дипфейки россиян призывали к противоправным действиям, добавляли элементы мошеннических схем.",1
В школах Югры появились объявления об особых правилах для детей других национальностей,https://lapsha.media/feiky/jugra-shkoly-pravila-deti-inostrancy/,"В соцсетях распространяются фото оскорбительного объявления, якобы сделанных в школах Югры. В листовке обращаются к родителям учеников других национальностей и просят их напомнить детям о нормах поведения и необходимости соблюдать гигиену. ",1
На Урале в ДТП погибла известная модель,https://lapsha.media/feiky/pogibla-izvestnaja-model/,"В Сети сообщают, что в Свердловской области в страшной аварии погибла известная модель. Якобы девушка ехала к родным домой, когда машина врезалась в КамАЗ. Но это не так. ",1
Украина обладает первенством в области госуслуг с использованием ИИ,https://lapsha.media/feiky/ukraina-obladaet-pervenstvom-v-oblasti-gosuslug-s-ispolzovaniem-ii/,"Украинские телеграм-каналы распространяют информацию, якобы Украина обладает первенством в области предоставления государственных услуг с помощью искусственного интеллекта. ",1
Служба безопасности Сбера предупредила об утечках через мессенджер MAX,https://lapsha.media/feiky/sberbank-sluzhba-bezopasnosti-protiv-max/,"Служба безопасности Сбера призывает удалять мессенджер MAX, так как приложение якобы имеет серьезные проблемы с безопасностью — можно легко передать доступ к деньгам и имуществу, говорится в одном из видео клиентки банка в соцсетях. Подобные истории — выдумка. Автор видео часто размещает на своей странице провокационный контент, в том числе связанный с движением «Граждане СССР»*. И этот случай не исключение. Фейк направлен на дискредитацию мессенджера в глазах общественности.",1
Фейки,https://lapsha.media/feiky/page/17/,,1
Подростков обманывают на обещаниях оплатить прослушивание музыки,https://lapsha.media/feiky/podrostki-oplata-muzyki/,"Мошенники втягивают подростков в финансовую пирамиду, обещая деньги за прослушивание музыки. Об этом РИА Новости сообщила эксперт направления «Народный фронт. Аналитика» Алла Храпунова. Несовершеннолетнему предлагают заработок до 1000 рублей в день. Но, чтобы начать зарабатывать, нужно оплатить взнос. На деле за музыку почти ничего не платят, а основной доход все получают за перепродажу доступа к «проекту» другим людям — классическая финансовая пирамида.",1
У педагогов Дагестана удержат 5% из зарплаты на нужды СВО,https://lapsha.media/feiky/dagestan-uchitelja-sbrosjatsja-na-svo/,"В «предложки» каналов Дагестана рассылают «приказ» от имени Минобрнауки республики. В нем сообщается, что со 2 сентября у педагогов будут удерживать 5% от зарплаты в пользу госфонда «Защитники Отечества» на нужды СВО. ",1
ВСУ готовят наступление на Белгородскую область 3 сентября,https://lapsha.media/feiky/vsu-ataka-belgorod-oblast/,"В «предложки» каналов рассылают дипфейки представителей власти Белгородской и Ростовской областей. В видео они сообщают о якобы масштабном наступлении ВСУ 3 сентября с участием иностранных наемников и боевиков антироссийских организаций. Это провокация украинских ЦИПсО для того, чтобы посеять панику среди жителей Белгородской области. Система «Зефир»* показала, что ролики созданы с участием нейросетей. Никто из чиновников не делал подобных заявлений.",1
В Мурманской области стоимость проезда в общественном транспорте повысится до 55 рублей,https://lapsha.media/feiky/murmansk-oblast-proezd-transport/,"В Мурманской области с 1 сентября якобы увеличится стоимость проезда в общественном транспорте до 55 рублей из-за повышения цен на топливо. Фотография объявления с таким содержанием, вывешенная в автобусе, распространяется в Сети. ",1
"Пассажиров такси предупреждают о водителях, побывавших на СВО",https://lapsha.media/feiky/taxi-voditeli-s-svo/,"В Сети расходится фейк, что пассажиров такси предупреждают о водителях, побывавших на СВО. Якобы вернувшиеся с фронта шоферы могут быть опасны, о чем гласят таблички в салоне авто. ",1
Россия создала помехи при посадке самолета с главой Еврокомиссии,https://lapsha.media/feiky/ursula-von-der-leyen-jet-gps/,"СМИ пишут, что российские средства РЭБ якобы создали помехи для посадки самолета с главой Еврокомиссии Урсулой фон дер Ляйен на борту. Новость об этом опубликовала газета The FinancialTimes, а вслед за ней ее подхватили и другие ресурсы. ",1
Мессенджер MAX автоматически регистрирует пользователей,https://lapsha.media/feiky/max-avto-registracija/,"В Сети пишут, якобы MAX автоматически регистрирует профили в мессенджере. Это якобы обнаружили пользователи соцсетей. В пресс-службе MAX опровергли слухи об автоматической регистрации в мессенджере.",1
В Краснодаре на 50% повысят тарифы на общественный транспорт,https://lapsha.media/feiky/v-krasnodare-na-50-povysjat-tarify-na-obshhestvennyj-transport/,На фоне атак БПЛА в Краснодаре появился фейк о повышении стоимости на общественный транспорт на 50% уже с 1 сентября. Якобы из-за попадания обломков беспилотника на Краснодарский НПЗ в городе наблюдаются проблемы с топливом. ,1
Призывников будут отправлять в армию круглый год,https://lapsha.media/feiky/prizyv-kruglyj-god/,"Призывников якобы смогут отправить в армию и после окончания призыва, то есть круглый год, пишут в тг-каналах. Соответствующее постановление якобы подписал председатель Правительства РФ Михаил Мишустин. ",1
Фейки,https://lapsha.media/feiky/page/18/,,1
В школах Ульяновской области ввели усиленные меры безопасности из-за нахождения на линейках ветеранов СВО,https://lapsha.media/feiky/v-shkolah-uljanovskoj-oblasti-vveli-usilennye-mery-bezopasnosti-iz-za-nahozhdenija-na-linejkah-veteranov-svo/,В Сети вновь форсится поддельный приказ о мерах безопасности в День знаний в связи с нахождением военнослужащих и ветеранов СВО на линейках в госучреждениях. На этот раз «приказ» распространяется в Ульяновской области. ,1
В Омской области проследят за ветеранами СВО на школьных линейках,https://lapsha.media/feiky/omsk-oblast-veterany-svo-linejki/,В Омской области якобы вводят новые меры безопасности на линейках к 1 сентября из-за нахождения на них участников и ветеранов СВО. Об этом гласит приказ регионального Минобра. ,1
Из-за атаки БПЛА на Краснодарский НПЗ пострадало 5 человек,https://lapsha.media/feiky/iz-za-ataki-bpla-na-krasnodarskij-npz-postradalo-5-chelovek/,"В Сети пишут, что в ночь на 30 августа при атаке БПЛА на Краснодарское НПЗ пострадало пять человек. ",1
Азербайджан обвинил СССР в оккупации республики,https://lapsha.media/feiky/azerbajdzhan-obvinil-sssr-v-okkupacii-respubliki/,"В Сети распространяется утверждение, что Советский Союз помешал становлению Азербайджана как демократической республики и фактически оккупировал страну в 1920 году. ",1
В школах Свердловской области вводят новые меры безопасности из-за присутствия на линейках ветеранов СВО,https://lapsha.media/feiky/v-shkolah-sverdlovskoj-oblasti-vvodjat-novye-mery-bezopasnosti-iz-za-prisutstvija-na-linejkah-veteranov-svo/,В Сети распространяется очередной поддельный приказ. На этот раз якобы Министерство образования Свердловской области утверждает порядок мер безопасности в День знаний в связи с нахождением военнослужащих и ветеранов СВО на линейках в госучреждениях. ,1
Школы в районе Краснодарского НПЗ отменят все праздничные мероприятия,https://lapsha.media/feiky/shkoly-v-rajone-krasnodarskogo-npz-otmenjat-vse-prazdnichnye-meroprijatija/,"Школы в районе Краснодарского НПЗ якобы отменят все праздничные мероприятия ко Дню Знаний. В канале краевой администрации пишут, что все из-за экологической обстановки, вызванной пожаром на НПЗ. ",1
Препараты от изжоги вызывают рак желудка,https://lapsha.media/feiky/preparaty-ot-izzhogi-vyzyvajut-rak-zheludka/,"В соцсетях и мессенджерах распространяется предупреждение о вреде препарата «Омепразол». Пользователи утверждают, что он и подобные ему лекарства кратно повышают риски развития рака кишечника. ",1
В Хабаровском крае с 1 сентября повысят стоимость проезда в общественном транспорте на 50%,https://lapsha.media/feiky/khabarovsk-oblast-proezd-podorazhaet/,"В Хабаровском крае якобы увеличится стоимость проезда из-за критической ситуации с топливом. О 50% повышении стоимости билетов в общественном транспорте сообщается в постановлении краевого правительства и в обращении главы региона Дмитрия Демешина. Это фейк. Губернатор не делал подобных заявлений, а документ оказался подделкой. Система «Зефир»* определила ролик как дипфейк. На оригинальных кадрах от 6 августа глава Хабаровского края выражает соболезнования в связи с гибелью бывшего главы Ульчского района в зоне СВО.",1
Фейки,https://lapsha.media/feiky/page/19/,,1
В Севастополе произошёл взрыв автомобиля на улице Вакуленчука,https://lapsha.media/feiky/v-sevastopole-proizoshjol-vzryv-avtomobilja/,"Несколько Telegram-каналов опубликовали сообщения о взрыве или поджоге автомобиля у дома №33а по улице Вакуленчука в Севастополе. Эта новость, моментально распространившаяся в цифровом пространстве, вызвала волну беспокойства среди жителей города. ",1
В Республике Дагестан 1 сентября отменят все торжественные линейки,https://lapsha.media/feiky/dagestan-otmena-lineek/,"В Сети расходится «документ» от имени министерства образования и науки Республики Дагестан, в котором сообщается об отмене всех торжественных линеек в республике 1 сентября. Причина тому — якобы угрозы атак БПЛА. ",1
В Пермском крае школы переведут на дистанционный формат из-за нового штамма коронавируса,https://lapsha.media/feiky/perm-shkoly-distant-koronavirus/,"В соцсетях расходятся слухи о переводе пермских школ на дистанционный формат обучения из-за нового штамма коронавируса под названием «Стратус», вакцины от которого еще нет. ",1
В Сочи военнослужащие убили дежурного офицера и сбежали из части,https://lapsha.media/feiky/sochi-orientirovka-dezertiry/,В Сети распространяется поддельная ориентировка от УМВД России по Сочи. Якобы четверо военнослужащих 127 специального моторизованного полка «Олимпийский» убили дежурного офицера и с оружием сбежали из части. ,1
В Северной Осетии объявили об угрозе терактов и перевели школы на дистанционное обучение,https://lapsha.media/feiky/severnja-osetija-ugroza-teraktov-shkoly/,"В Пригородном районе Республики Северная Осетия-Алания якобы объявлен высокий («желтый») уровень террористической опасности, школы района отправляют на дистанционный формат обучения в связи с угрозой. Об этом свидетельствуют документы от имени главы и министра образования региона, распространяющиеся в соцсетях. ",1
Россия прицельно ударила по жилым домам в Киеве,https://lapsha.media/feiky/udar-po-domu-kiev/,"Украинские СМИ и оппозиционные каналы тиражируют фейк, что Россия прицельно ударила по жилым домам и гражданской инфраструктуре в Киеве. Это, как заявляют украинские власти, показывает незаинтересованность России в мирном урегулировании. ",1
50% топлива должны будут отдавать в госрезерв АЗС Хабаровского края,https://lapsha.media/feiky/toplivo-azs-khabarovska-v-gosrezerv/,"В Сети распространяют «приказ» Министерства энергетики Хабаровского края, согласно которому в регионе утверждается программа «Топливо победы». Она якобы обязывает АЗС отдавать 50% топлива в госрезерв. ",1
Все дороги в Москве станут платными,https://lapsha.media/feiky/dorogi-moskva-platnye/,"В Сети пишут, что все дороги в Москве сделают платными для езды на личном авто. Якобы такая инициатива Минтранса поможет решить проблему с пробками в столице. ",1
В Мурманской области классных руководителей обяжут следить за безопасностью на торжественных линейках,https://lapsha.media/feiky/murmansk-oblast-bezopasnost-linejki/,"В Сети тиражируют документ-подделку, который якобы предписывает в Мурманской области определенные правила поведения классным руководителям в День знаний из-за присутствия военнослужащих ВС РФ и ветеранов СВО на торжественных линейках. ",1
Российский бизнес обяжут интегрироваться с мессенджером МAX,https://lapsha.media/feiky/biznes-perevod-na-messenger-max/,"В Сети сообщают, что к мессенджеру MAX подключат все сервисы — маркетплейсы, доставки, почту, мобильных операторов и многое другое. Минцифры разослало письма почти всем крупным российским брендам с обязательным требованием об этом. ",1
Япония поможет Сахалинской области в связи с критической ситуацией с топливом,https://lapsha.media/feiky/japonija-postavki-topliva-sahalin/,"Япония якобы поможет Сахалинской области с поставками топлива, сообщается в сомнительном скриншоте новости с портала регионального СМИ. В заметке говорится, что эта мера направлена на стабилизацию обстановки в связи с критической ситуацией в регионе. ",1
На Камчатке поднимут цены на проезд в общественном транспорте из-за топливного кризиса,https://lapsha.media/feiky/na-kamchatke-podnimut-ceny-na-proezd-v-obshhestvennom-transporte-iz-za-toplivnogo-krizisa/,"На Камчатке с 1 сентября якобы поднимут тарифы на городской и пригородный транспорт сразу на 50% по причине проблем с топливом и «разрушением объектов» нефтеперерабатывающей отрасли. Об этом говорится в поддельном видео с главой региона Владимиром Солодовым. В действительности в Камчатском крае нет проблем с топливом, а видео с губернатором оказалось фейком, что подтвердила система «Зефир»*.",1
Во Владивостоке поднимут цены на проезд в общественном транспорте из-за проблем с топливом,https://lapsha.media/feiky/vladivostok-podorozhanie-transport/,"В Сети расходится дипфейк с цифровым двойником мэра Владивостока Константином Шестаковым, в котором говорится о повышении стоимости проезда в общественном транспорте на 50% с 1 сентября 2025 года из-за проблем с топливом. Это очередная провокация ЦИИсО. Муниципальный центр управления города Владивостока опроверг подлинность ролика. О повышение цен на проезд в столице Приморья речи не идет.",1
Фейки,https://lapsha.media/feiky/page/20/,,1
В Сочи 1 сентября запретили открытые массовые мероприятия,https://lapsha.media/feiky/sochi-zapret-massovyx-meroprijatij-v-shkolah/,В Сети расходится поддельный документ — якобы с 1 сентября в учебных заведениях города Сочи запретят открытые массовые мероприятия из-за несоответствия стандартам безопасности. ,1
Жителей Дагестана обязали установить МАХ,https://lapsha.media/feiky/dagestan-max/,"На почту органов местного самоуправления Дагестана стали приходить фейковые письма от республиканского МВД. Якобы к 1 октября все жители республики должны установить МАХ, при отказе установлена административная ответственность. ",1
В Забайкалье АЗС обяжут передавать бензин в госрезерв,https://lapsha.media/feiky/zabajkale-benzin-s-azs-v-gosrezerv/,"В Забайкальском крае сообщили о программе МинЖКХ региона, обязывающей АЗС передавать в государственный резерв 50% топлива. Утверждается, что инициатива «Топливо победы» реализуется якобы на фоне дефицита горюче-смазочных материалов в зоне СВО. ",1
Китай поставит топливо в Приморский край,https://lapsha.media/feiky/kitaj-toplivo-postavki-primorje/,"В Сети появился дипфейк с губернатором Приморского края Олегом Кожемяко. Цифровой двойник политика сообщает, что КНР поставит в регион топливо из-за его дефицита. Видео сгенерировано с помощью нейросетей, что подтвердила система «Зефир»*. Дипфейк сделан на основе кадров от 2 февраля, на которых глава Приморья сообщает о гибели вице-губернатора региона Сергея Ефремова в зоне СВО.",1
В Самаре эвакуируют жителей Куйбышевского района,https://lapsha.media/feiky/samarajevakuacija-kujbyshevskogo-rajona/,"Жителей Куйбышевского района Самары якобы эвакуируют до 1 сентября из-за повреждения «объекта критической инфраструктуры». Об этом в видео сообщил глава города Иван Носков. Глава Самары опроверг информацию об эвакуации жителей Куйбышевского района: «Данная информация не соответствует действительности. Это фейк, который распространяют враги, чтобы посеять панику».",1
Сельхозпредприятия Алтайского края обяжут передавать излишки топлива в госрезерв,https://lapsha.media/feiky/fermery-altaj-izlishki-topliva/,В Сети вновь расходится «постановление» о необходимости передачи сельхозпредприятиям излишков топлива в госрезерв. Теперь с горючим так якобы должны поступить в Алтайском крае из-за его нехватки на СВО. ,1
Пользователя MAX заблокировали по просьбе мошенника,https://lapsha.media/feiky/max-blokirovki/,"Мессенджер MAX якобы заблокировал пользователя по жалобе от мошенников, пишут в тг-каналах. Утверждается, что человек попал в бан из-за плохих слов в адрес злоумышленника. Screenshot",1
Фейки,https://lapsha.media/feiky/page/21/,,1
С 1 сентября в российских ТЦ остановят эскалаторы,https://lapsha.media/feiky/ostanovka-jeskalatorov-tc/,"СМИ пишут, что с 1 сентября в российских ТЦ остановят все эскалаторы и траволаторы. Якобы всему виной отмена системы аттестации организаций, проводящих освидетельствование этих механизмов. Но это не так. ",1
ФСБ проводит проверку по утечке данных на оборонных предприятиях Алтайского края,https://lapsha.media/feiky/utechka-dannyx-oboronka-altaj/,"ФСБ якобы начало проверку сотрудников оборонных предприятий Алтайского края. В рассылаемом «документе» сообщается, что в компании якобы произошла утечка данных. ",1
Жителей Дагестана предупреждают о разрушительном землетрясении,https://lapsha.media/feiky/zhitelej-dagestana-preduprezhdajut-o-razrushitelnom-zemletrjasenii/,"В мессенджерах распространяется сообщение МЧС по Республике Дагестан, в котором предупреждают о возможности сильного землетрясения мощностью 7,3 баллов. Также распространяется фото разрушений, которые уже произошли от подземных толчков. ",1
Питьевая вода в Донецке содержит кишечную палочку и фекальные бактерии,https://lapsha.media/feiky/pitevaja-voda-v-donecke-soderzhit-kishechnuju-palochku-i-fekalnye-bakterii/,"Питьевая вода в Донецке якобы содержит кишечную палочку и фекальные стрептококки, а также имеет запах. Об этом свидетельствует сомнительный протокол испытаний центра санитарно-эпидемиологического надзора ДНР, который распространяют в Сети. ",1
В Саратовской области запрещена продажа бензина АИ-95 и АИ-92,https://lapsha.media/feiky/saratov-oblast-zapret-prodavat-benzin/,"Губернатор Саратовской области сообщает, что в регионе полностью запрещается продажа бензина АИ-95 и АИ-92, — такое видео распространяется в Сети. Также политик якобы рассказывает, что обеспечение топливом перешло в критическую фазу. Система «Зефир»* определила, что видео является дипфейком. На оригинальных кадрах от 28 августа 2024 года глава региона рассказывает об итогах Всероссийского конкурса по благоустройству территорий.",1
В России закончились врачи,https://lapsha.media/feiky/rossija-nehvatka-vrachej/,"В соцсетях пишут, что с 1 сентября россиян начнет лечить младший медицинский персонал, который не имеет высшего образования. Такие сообщения получили распространение в Сети. Так ли это,разбираемсяв совместном проекте НИУ ВШЭ и АНО «Диалог Регионы» по проверке достоверности информации в рамках фактчекинговой платформы «Лапша Медиа». ",1
Российская система ПВО повредила жилой дом в Ростове-на-Дону,https://lapsha.media/feiky/pvo-popoala-po-domu-v-rostove/,"В украинских каналах пишут, что обломки средств российской ПВО якобы повредили жилой дом в Ростове-на-Дону, начался пожар. ",1
Сельхозпредприятия Ульяновской области обяжут передавать излишки топлива в госрезерв,https://lapsha.media/feiky/uljanovsk-oblast-toplivo-v-gosrezerv/,"В Ульяновской области расходится фейковое постановление регионального правительства, где говорится о якобы необходимости передачи излишков топлива сельскохозяйственных предприятий в количестве не менее 23% от общего запаса в госрезерв. Утверждается, что мера продиктована грядущим дефицитом горюче-смазочных материалов в зоне СВО. ",1
Учения «Запад-2025» приведут к радиоактивному заражению территорий на границе с Белоруссией,https://lapsha.media/feiky/zapad-2025-opasnost-radiacii/,"В соцсетях расходится фейк, что во время российско-белорусских военных учений «Запад-2025» из-за отработки применения ядерных боеприпасов есть риск радиоактивного заражения территорий на границе с Республикой Беларусь. В «подтверждение» публикуются поддельные документы от лица Минобороны РФ и губернатора Брянской области Александра Богомаза о подготовке к ЧС.",1
В Сахалинской области сложилась критическая ситуация с топливом,https://lapsha.media/feiky/sahalin-krizis-toplivo/,"В Сети появился дипфейк губернатора Сахалинской области Валерия Лимаренко. В видео глава региона заявил о якобы критической ситуации с топливом и готовности островных властей обратиться за гуманитарной помощью к Японии. Видео было подделано с помощью нейросетей, что подтвердила система «Зефир»*. В оригинальном ролике от 9 сентября 2024 года губернатор благодарит жителей за участие в голосовании на выборах и оказанное доверие.",1
Индия перестала покупать российскую нефт﻿ь,https://lapsha.media/feiky/indija-perestala-pokupat-rossijskuju-neft/,"В соцсетях пишут, что власти Индии испугались американских санкций и почти отказались от российской нефти. Так ли это,разбираемся в совместном проектеНИУ ВШЭ и АНО «Диалог Регионы» по проверке достоверности информации в рамках фактчекинговой платформы «Лапша Медиа». ",1
В Краснодарском крае вводят карантин из-за угрозы распространения бешенства,https://lapsha.media/feiky/krasnodar-beshesnstvo/,"В Сети пишут, что в Краснодарском крае вводится карантин из-за угрозы распространения бешенства. Из распоряжения губернатора следует, что такие меры якобы коснутся Сочи, Новороссийск, Геленджик и ряд других районов Кубани. ",1
Фейки,https://lapsha.media/feiky/page/22/,,1
Жительниц ЮАР обманом заманивают в Россию собирать беспилотники,https://lapsha.media/feiky/afrikanki-proizvodstvo-bpla/,Девушек из ЮАР якобы обманом заманивают для сборки БПЛА в Татарстане. Об этом пишут украинские медиа со ссылкой на Bloomberg. ,1
Приморье отправит бензин в Сахалинскую область из-за дефицита топлива,https://lapsha.media/feiky/primore-benzin-toplivo/,"В Сети появился дипфейк губернатора Приморского края Олега Кожемяко. В ролике он заявляет, что регион направит крупную партию бензина в Сахалинскую область — якобы региону грозит «гуманитарная катастрофа». Вмешательство ИИ подтвердила система «Зефир»*.",1
Россия будет торговать краденым зерном через порты Мариуполя и Бердянска,https://lapsha.media/feiky/mariupol-berdjansk-porty/,"В соцсетях пишут, что через открытые порты Мариуполь и Бердянск Россия якобы будет торговать краденным зерном и местными полезными ископаемыми. ",1
В Удмуртии АЗС обяжут передавать 50% топлива в госрезерв,https://lapsha.media/feiky/azs-peredacha-topliva-gosrezerv/,"В неофициальных каналах расходится поддельный приказ от лица министерства строительства, жилищно-коммунального хозяйства и энергетики Удмуртской Республики, в котором говорится, что АЗС обяжут передавать в госрезерв 50% топлива. Утверждается, что инициатива под названием «Топливо победы» реализуется якобы на фоне грядущего дефицита горюче-смазочных материалов в зоне СВО. ",1
"В России распространяется новый вирус, вызывающий «кровавый кашель»",https://lapsha.media/feiky/novyj-virus-krovavyj-kashel/,"В Сети пишут, якобы в России появился новый вирус, основным симптомом которого является кашель с кровью. ",1
У педагогов Ставропольского края удержат 5% от зарплаты на «специальные нужды»,https://lapsha.media/feiky/u-pedagogov-stavropolskogo-kraja-uderzhat-5-ot-zarplaty-na-specialnye-nuzhdy/,"В Сети появился «приказ» министерства образования Ставропольского края, в котором сообщается, что с 1 сентября у педагогов будут удерживать 5% от зарплаты «на специальные нужды». Но это не так. ",1
Фейки,https://lapsha.media/feiky/page/23/,,1
В Херсонской области эвакуируют жителей нескольких населенных пунктов,https://lapsha.media/feiky/herson-oblast-evakuacija/,"В Херсонской области из-за обстрелов ВСУ якобы началась эвакуация гражданских. Сообщается, что жители сел Великие Копани, Поды и Малые Копани Алешкинского муниципального округа смогут временно покинуть зону боевых действий. ",1
В Саратовской области ограничили продажу топлива из-за дефицита бензина после ударов БПЛА,https://lapsha.media/feiky/saratov-oblast-deficit-topliva/,В Сети появился дипфейк с губернатором Саратовской области Романом Бусаргиным. В ролике политик «заявляет» о дефиците бензина из-за атак БПЛА на НПЗ. Якобы теперь топливо будут продавать только жителям области и по паспортам. Работу нейросети выявила система «Зефир»*.,1
